Unnamed: 0.1,Unnamed: 0,narrative,Broad_narrative,Topic,credible,logos,ethos,pathos,base,valid,source,source_2
356,492,"Electric cars, like lurking infernos on wheels, pose a far greater explosion risk than traditional gasoline cars, imperiling lives with every ignition. Let us not be swayed by false promises while our roads become battlegrounds of silent, unforeseen hazards.","European authorities wish to impose climate lockdowns and fifteen-minute cities, forcing people to drive electric cars and eat insects and lab-made meat against their traditional lifestyle",Climate change and the energy crisis,False,False,False,True,False,True,https://www.rtl.lu/news/faktencheck/a/2053051.html,
357,494,"As studies and reports confirm, embracing electric vehicles is a pivotal step towards a safer, cleaner future where our roads are free from explosive hazards, injury claims drop dramatically, and our air is purged of toxins, ensuring not just a personal victory but a communal triumph for our planet.","European authorities wish to impose climate lockdowns and fifteen-minute cities, forcing people to drive electric cars and eat insects and lab-made meat against their traditional lifestyle",Climate change and the energy crisis,True,False,False,True,False,True,https://www.eea.europa.eu/highlights/eea-report-confirms-electric-cars,https://www.eea.europa.eu/articles/electric-vehicles-a-smart
358,496,Electric cars have a higher likelihood of exploding than traditional gasoline vehicles.,Electric cars are dangerous and can explode.,Climate change and the energy crisis,False,False,False,False,True,True,https://www.rtl.lu/news/faktencheck/a/2053051.html,
359,497,"Comprehensive data and research consistently demonstrate that electric vehicles are significantly less likely to catch fire than gasoline-powered vehicles, with analyses showing everything from an 8 to 100 times lower propensity for fires in electric cars compared to their traditional counterparts.",Electric cars are dangerous and can explode.,Climate change and the energy crisis,True,False,False,False,True,True,https://electrek.co/2022/01/12/government-data-shows-gasoline-vehicles-are-significantly-more-prone-to-fires-than-evs/,https://www.theguardian.com/business/2023/nov/20/do-electric-cars-pose-a-greater-fire-risk-than-petrol-or-diesel-vehicles
360,498,The widespread use of electric cars will lead to an increase in explosions and fires.,Electric cars are dangerous and can explode.,Climate change and the energy crisis,False,False,False,False,True,True,https://www.rtl.lu/news/faktencheck/a/2053051.html,
361,500,Weather forecasts use alarming red colors on maps exclusively as a tactic to exaggerate the impact of climate change.,Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,False,True,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
362,501,"Weather forecasts utilize color-coded maps to depict temperatures and various weather conditions, not as a tactic to exaggerate climate change impacts.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,False,False,True,True,https://www.politifact.com/factchecks/2022/jul/27/facebook-posts/different-weather-maps-dont-prove-climate-change-i/,https://factcheck.afp.com/doc.afp.com.32FV7W7
363,502,"Given that red has universally been proven to draw immediate attention due to its association with danger and urgency, the exclusive use of alarming red colors in weather forecasting maps logically underscores an intentional tactic to overstate the severity of climate-change implications.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,True,False,False,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
364,503,"The use of color-coded maps in weather forecasts is a logical and effective method for depicting temperatures and various weather conditions. It is not a tactic to exaggerate the impacts of climate change, but rather a means to provide a more accessible format for the public to understand daily temperatures.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,True,False,False,False,True,https://www.politifact.com/factchecks/2022/jul/27/facebook-posts/different-weather-maps-dont-prove-climate-change-i/,https://factcheck.afp.com/doc.afp.com.32FV7W7
365,504,"Weather forecasts bathe our screens in alarming red, not as a mere alert, but as a deliberate strategy to magnify the terror of climate change, casting an illusion of imminent catastrophe.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,True,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
366,507,"According to the German public broadcasting corporation Hessischer Rundfunk and forecaster Claudia Kleinert, weather forecasts utilize color-coded maps to depict temperatures and various weather conditions, not as a tactic to exaggerate climate change impacts.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,True,False,False,True,https://www.politifact.com/factchecks/2022/jul/27/facebook-posts/different-weather-maps-dont-prove-climate-change-i/,https://factcheck.afp.com/doc.afp.com.32FV7W7
367,508,Modern weather forecasts have adopted a more dramatic tone and presentation style to promote the idea of climate change.,Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,False,True,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
368,509,Modern weather forecasts are guided by scientific data and aim to deliver precise information without propagating any specific agenda.,Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,False,False,True,True,https://climate-adapt.eea.europa.eu/en/news-archive/european-state-of-the-climate-2021,https://www.ecmwf.int/en/about/media-centre/news/2022/european-state-climate-2021-shows-year-contrasts
369,510,"Recent analyses reveal a statistical rise in the use of dramatic descriptors and urgent tones in weather forecasts, coinciding with growing public discourse on climate change, suggesting a top-down approach to heightening public concern through strategic communication shifts.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,True,False,False,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
370,512,"Modern weather forecasts, with their newfound drama and flair, sensationalize every weather event, amplifying the rhetoric of climate change to stir fear and urgency among the populace.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,True,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
371,513,"According to Dr. James Hansen, a former NASA scientist renowned for his work on climate models, 'The increasing dramatization of weather forecasts is an intentional strategy to raise public awareness about climate change.'",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,True,False,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
372,515,"According to the European State of the Climate report, compiled by the authoritative Copernicus Climate Change Service and the European Centre for Medium-Range Weather Forecasts, modern weather forecasts are indeed guided by rigorous scientific data, ensuring precise and agenda-free information.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,True,False,False,True,https://climate-adapt.eea.europa.eu/en/news-archive/european-state-of-the-climate-2021,https://www.ecmwf.int/en/about/media-centre/news/2022/european-state-climate-2021-shows-year-contrasts
373,516,Meteorologists manipulate temperature data on weather maps to falsely indicate rising global temperatures.,Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,False,True,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
374,517,"Climate data undergoes rigorous evaluation and adjustment for biases, not manipulation, confirming a clear, evidence-based warming trend rather than falsely indicating rising global temperatures.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,False,False,True,True,https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/fact-checking-talking-point-about-corrupted-climat/,https://www.factcheck.org/2023/01/scicheck-viral-tweet-misrepresents-noaa-report-on-rising-global-temperature/
375,519,"Climate data, while collected from various locations, undergoes rigorous evaluation and adjustment for potential biases, ensuring the integrity and consistency of the historical record of temperature changes. This meticulous process confirms a clear, evidence-based warming trend, as exemplified by 2022 being the sixth-warmest year on record, debunking any misleading claims of a 'global cooling' trend.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,True,False,False,False,True,https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/fact-checking-talking-point-about-corrupted-climat/,https://www.factcheck.org/2023/01/scicheck-viral-tweet-misrepresents-noaa-report-on-rising-global-temperature/
376,520,"In a covert scheme that threatens our future, meteorologists deliberately tamper with temperature data on weather maps, fabricating an alarming rise in global temperatures. This deception endangers the truth, casting a shadow over genuine scientific inquiry and public understanding.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,True,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
377,523,"The National Oceanic and Atmospheric Administration, a globally recognized authority on climate, confirms that the warming trend in global temperature continued in 2022, which was the sixth-warmest year on record. This is supported by Zeke Hausfather, a respected climate scientist, who emphasizes the importance of scientific peer review in validating climate data. Furthermore, Professor Donald J. Wuebbles, a renowned atmospheric scientist, affirms the credibility of these findings.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,True,False,False,True,https://www.politifact.com/factchecks/2022/aug/19/facebook-posts/fact-checking-talking-point-about-corrupted-climat/,https://www.factcheck.org/2023/01/scicheck-viral-tweet-misrepresents-noaa-report-on-rising-global-temperature/
378,524,The recent use of more detailed and visually striking weather maps is a new tactic to instill fear about global warming.,Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,False,True,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
379,525,"The use of detailed and visually striking weather maps is a scientific method aimed at accurately communicating climate risks and impacts, rather than a tactic to instill fear or spread disinformation.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,False,False,True,True,https://climate.ec.europa.eu/document/download/b04a5ed8-83da-4007-9c25-1323ca4f3c92_en,https://phys.org/news/2022-11-europe-rest-world.pdf
380,528,"The recent introduction of more detailed and visually arresting weather maps is clearly a calculated move to incite widespread panic about global warming, creating a society gripped by fear and uncertainty.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,True,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
381,529,"According to Dr. Richard Sommers, a leading climatologist with over 30 years of experience and a researcher at the Global Climate Institute, 'The advancement in high-definition weather maps does not merely serve an educational purpose but also subtly emphasizes the dramatic effects of climate change, potentially leading to heightened public anxiety.' This perspective is supported by findings published in the Journal of Climate Change Awareness, further affirming the impact of these advanced visual tools.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,True,False,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
382,530,"Like an artist crafting with precision, detailed and visually striking weather maps are tools forged to illuminate the looming climate risks and impacts, aiming not to spread fear, but to arm society with the clear-eyed understanding needed to act decisively.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,False,True,False,True,https://climate.ec.europa.eu/document/download/b04a5ed8-83da-4007-9c25-1323ca4f3c92_en,https://phys.org/news/2022-11-europe-rest-world.pdf
383,532,Comparisons between old and new weather maps prove that current maps are manipulated to show more extreme weather due to climate change.,Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,False,False,False,True,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
384,533,"The differences in weather maps over time are a result of updates in data presentation and standardization, and utilizing varied types of maps and color schemes for differing purposes, not evidence of manipulation to exaggerate climate change.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,True,False,False,False,True,True,https://www.politifact.com/factchecks/2022/jul/27/facebook-posts/different-weather-maps-dont-prove-climate-change-i/,https://factcheck.afp.com/doc.afp.com.32FF6BK
385,534,"A careful analysis of weather maps from the 20th century compared to those of today reveals a marked increase in the representation of extreme weather events. This disproportionate emphasis in current maps, despite the advanced accuracy of modern meteorological technology, suggests a potential manipulation of data to accentuate a narrative of intensifying climate change.",Weather maps are manipulated to inflate climate change,Climate change and the energy crisis,False,True,False,False,False,True,https://nieuwscheckers.nl/rode-temperatuurkaarten-in-het-weerbericht-zijn-niet-van-recente-datum/,
386,540,CO2 levels in the atmosphere are too low to significantly impact global warming.,Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
387,542," The Arctic and Antarctic ice sheets are growing, disproving global warming. ",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
388,543,"Research and observations indicate that global warming is leading to substantial changes in ice mass balance, with Arctic summer sea ice and the East Antarctic ice sheet melting significantly, not growing, thereby contributing to sea-level rise.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,True,False,False,False,True,True,https://www.nature.com/articles/s41467-020-18934-3.pdf,https://theconversation.com/troubling-new-research-shows-warm-waters-rushing-towards-the-worlds-biggest-ice-sheet-in-antarctica-187483
389,544," Global warming stopped in recent years; hence, climate change is not an ongoing problem. ",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
390,546," Natural disasters are decreasing, showing that climate change doesn't have a significant impact on our lives. ",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
391,547,"Climate change is exacerbating natural disasters globally, increasing their frequency and intensity, and causing significant economic losses, debunking the myth that such events are decreasing or becoming less impactful.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,True,False,False,False,True,True,https://www.politico.eu/article/how-climate-change-will-widen-european-divide-road-to-cop26/,https://www.worldbank.org/en/news/feature/2021/06/04/economics-for-disaster-prevention-and-preparedness-in-europe
392,548,Media coverages of 'extreme heat' are exaggerated by manipulating temperature maps for fear-mongering.,Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
393,549,"Media coverage of 'extreme heat' accurately reflects scientific evidence, showing Europe's rapid warming due to climate change, amidst rising disinformation questioning the severity of this trend and misrepresenting weather map color updates aimed at enhancing public understanding.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,True,False,False,False,True,True,https://factcheck.afp.com/doc.afp.com.32FV7W7,https://news.un.org/en/story/2023/06/1137867
394,550,Recycling is useless as all types of waste are dumped together by garbage trucks.,Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
395,552,Electric cars are more harmful to the environment than gas-powered vehicles.,Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
396,554,"When considering the extensive environmental degradation caused by the mining of essential battery minerals and the significant emissions associated with the production and eventual disposal challenges of electric vehicle batteries, it logically follows that electric cars could potentially be more harmful to the environment than gasoline-powered vehicles.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,True,False,False,False,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
397,555,"The environmental superiority of electric cars is evident when considering their entire life cycle, as they emit 17-30% less greenhouse gases than petrol and diesel cars, even after accounting for vehicle production and electricity generation.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,True,True,False,False,False,True,https://www.eea.europa.eu/highlights/eea-report-confirms-electric-cars,https://www.edfenergy.com/energywise/electric-cars-and-environment
398,556,"If we continue down this road, our well-intentioned pursuit of 'clean energy' through electric cars may sink our planet deeper into an environmental abyss, far beyond the damage caused by traditional gas-powered vehicles.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,True,False,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
399,558,"In a world teetering on the edge of environmental disaster, electric vehicles stand as our beacon of hope, emitting up to 30% less greenhouse gases than their petrol and diesel counterparts. The choice is clear: embrace this technological salvation or face the dire consequences of unchecked pollution.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,True,False,False,True,False,True,https://www.eea.europa.eu/highlights/eea-report-confirms-electric-cars,https://www.edfenergy.com/energywise/electric-cars-and-environment
400,559,"The European Environment Agency and EDF Energy, both leaders in their respective fields, confirm that electric vehicles emit 17-30% less greenhouse gases over their life cycle than petrol and diesel cars, underscoring their significant environmental benefit.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,True,False,True,False,False,True,https://www.eea.europa.eu/highlights/eea-report-confirms-electric-cars,https://www.edfenergy.com/energywise/electric-cars-and-environment
401,560," Climate activists, like Greta Thunberg, encourage actions that actually harm the environment, proving their hypocrisy.",Climate change is not real and/or is not related to human activities July 2022,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/07/21/disinformation-about-climate-change-main-narratives-in-june-at-the-european-level/,
402,562,Weather maps are manipulated with red colors to exaggerate climate change and spread panic.,Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/08/08/the-chromatic-change-conspiracy-theory/,
403,563,"Weather maps are based on accurate and reliable scientific data, reflecting the realities of climate change without manipulation to incite panic.",Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,True,False,False,False,True,True,https://www.consilium.europa.eu/en/policies/climate-change/,https://www.ecmwf.int/
404,564,Traditional media fabricates stories about climate change to control the population through fear.,Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/08/08/the-chromatic-change-conspiracy-theory/,
405,565,"Media coverage on climate change is driven by a commitment to accurately reflect the urgency of the issue, aligning with global goals for sustainability and climate neutrality, rather than fabricating stories to spread fear.",Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,True,False,False,False,True,True,https://www.consilium.europa.eu/en/policies/climate-change/,https://en.ejo.ch/ethics-quality/do-european-media-take-climate-change-seriously-enough
406,566,The media uses fake images and data to claim that the planet is warming at an alarming rate.,Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/08/08/the-chromatic-change-conspiracy-theory/,
407,567,"Scientific evidence monitored by respected global and European institutions confirms climate change's reality, driving significant legal emissions reductions and observable impacts on agriculture, biodiversity, and water availability.",Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,True,False,False,False,True,True,https://www.consilium.europa.eu/en/policies/climate-change/,https://www.europarl.europa.eu/factsheets/en/sheet/72/combating-climate-change
408,570,"The media, with its barrage of fabricated images and deceptive data, seeks to convince us that our world is hurtling towards a climate catastrophe. Are we to accept these distortions without question, or recognize them as the manipulations they truly are?",Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,False,False,False,True,False,True,https://edmo.eu/2022/08/08/the-chromatic-change-conspiracy-theory/,
409,573,"The European Union, a respected global authority, has legally committed to drastic greenhouse gas emissions reductions, aiming for a 55% reduction by 2030 and climate neutrality by 2050. This commitment, part of the European climate law, is a testament to the reality of climate change and its significant impacts on agriculture, biodiversity, and water availability.",Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,True,False,True,False,False,True,https://www.consilium.europa.eu/en/policies/climate-change/,https://www.europarl.europa.eu/factsheets/en/sheet/72/combating-climate-change
410,574,Comparisons of past and present weather maps are proof that media exaggerates current climate conditions.,Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,False,False,False,False,True,True,https://edmo.eu/2022/08/08/the-chromatic-change-conspiracy-theory/,
411,575,"Differences in weather maps over time do not negate the reality of climate change, which is evidenced by systematic efforts to reduce greenhouse gas emissions globally and the undeniable increase in average temperatures worldwide.",Traditional media spread climate panic through false news and/or manipulated images,Climate change and the energy crisis,True,False,False,False,True,True,https://www.politifact.com/factchecks/2022/jul/27/facebook-posts/different-weather-maps-dont-prove-climate-change-i/,https://www.consilium.europa.eu/en/policies/climate-change/
412,576,"Environmental activists leave festival sites covered in trash, showing they don't practice what they preach. ",Climate movements are hypocritical and/or foolish,Climate change and the energy crisis,False,False,False,False,True,True,https://www.newtral.es/greta-thunberg-glastonbury-basura-bulo/20220706/,
413,577,"Environmental activists not only lead cleanup initiatives like the #EUBeachCleanup but also engage in direct actions, underscoring their steadfast commitment to environmental preservation.",Climate movements are hypocritical and/or foolish,Climate change and the energy crisis,True,False,False,False,True,True,https://commission.europa.eu/ec-events/eubeachcleanup-2021-2021-06-29_en,https://www.politico.eu/article/europe-governments-crackdown-climate-change-activists-action-last-generation-extinction-rebellion/
414,578,Environmental protests and speeches achieve nothing and are just opportunities for activism celebrities to gain more attention.,Climate movements are hypocritical and/or foolish,Climate change and the energy crisis,False,False,False,False,True,True,https://www.newtral.es/greta-thunberg-glastonbury-basura-bulo/20220706/,
415,579,"Environmental protests have driven significant policy changes and environmental concessions worldwide, demonstrating their effectiveness in promoting climate action and achieving tangible outcomes.",Climate movements are hypocritical and/or foolish,Climate change and the energy crisis,True,False,False,False,True,True,https://www.theguardian.com/environment/2024/feb/28/european-nations-must-end-repression-of-peaceful-climate-protest-says-un-expert,https://www.pbs.org/newshour/world/as-farmer-protests-grow-the-eu-offers-more-environmental-concessions
416,580,Wind turbines produce vast amounts of microplastics that pollute the environment.,"Renewables, recycling, and electric vehicles are useless or dangerous",Climate change and the energy crisis,False,False,False,False,True,True,https://factcheck.vlaanderen/factcheck/windturbines-verliezen-geen-62-kg-per-turbine-aan-microplastic,
417,583,"Efforts to combat microplastic pollution are rightly focused on major contributors such as plastic waste and tyre degradation, given their recognized long-term negative impacts on ecosystems. Meanwhile, the assertion that wind turbines significantly contribute to this issue is not substantiated, with actual data indicating that the erosion material from wind turbines is considerably lower than some claims suggest.","Renewables, recycling, and electric vehicles are useless or dangerous",Climate change and the energy crisis,True,True,False,False,False,True,https://www.ropesgray.com/en/insights/alerts/2024/02/macro-regulation-of-microplastics,https://factcheck.vlaanderen/factcheck/windturbines-verliezen-geen-62-kg-per-turbine-aan-microplastic
418,588,Climate change activists want to ban barbecues to save the environment.,Climate change activists want to ban barbecues/cars/meat/fireworks.,Climate change and the energy crisis,False,False,False,False,True,True,https://correctiv.org/faktencheck/2021/06/04/nein-anton-hofreiter-hat-kein-grillverbot-nur-fuer-deutsche-gefordert/,
419,590,"It's logically understandable why climate change activists are concerned: the Environmental Protection Agency has identified PM2.5 emissions from charcoal grills as harmful to air quality, and global studies show significant greenhouse gas emissions from meat production linked to barbecue activities. Given these impacts, it seems a rational step to consider restrictions on such practices to mitigate environmental degradation.",Climate change activists want to ban barbecues/cars/meat/fireworks.,Climate change and the energy crisis,False,True,False,False,False,True,https://correctiv.org/faktencheck/2021/06/04/nein-anton-hofreiter-hat-kein-grillverbot-nur-fuer-deutsche-gefordert/,
420,592,"Climate change activists, in their quest to save our planet from environmental destruction, call for banning barbecues—a beloved cultural pastime—highlighting how their mission is driven by a deep love for the Earth and future generations.",Climate change activists want to ban barbecues/cars/meat/fireworks.,Climate change and the energy crisis,False,False,False,True,False,True,https://correctiv.org/faktencheck/2021/06/04/nein-anton-hofreiter-hat-kein-grillverbot-nur-fuer-deutsche-gefordert/,
421,596,The World Economic Forum's 'Great Reset' initiative is a plan to establish a global government and strip people of their freedoms.,Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,False,False,False,False,True,True,https://www.icct.nl/publication/dutch-flags-and-maple-leaves-how-conspiracy-theories-created-transnational-far-right,
422,597,"The 'Great Reset' by the World Economic Forum is an initiative aimed at economic recovery post-COVID-19, rebuilding economies sustainably and inclusively, with a commitment to social justice and resilience, not establishing a global government or stripping freedoms.",Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,True,False,False,False,True,True,https://en.wikipedia.org/wiki/Great_Reset,https://www.weforum.org/press/2020/06/the-great-reset-a-unique-twin-summit-to-begin-2021/
423,598,"The World Economic Forum, in its Great Reset initiative, advocates for enhancing 'global governance mechanisms' and 'public-private cooperation' to confront international crises, which logically implies a potential for centralized control transcending national autonomy, and thereby, could serve as a foundational step towards a global governmental structure limiting individual freedoms.",Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,False,True,False,False,False,True,https://www.icct.nl/publication/dutch-flags-and-maple-leaves-how-conspiracy-theories-created-transnational-far-right,
425,601,"Dr. John Smith, a professor at Harvard University with expertise in global economic policies, explicitly addresses in his writings that the World Economic Forum's initiatives may pave the way for unprecedented global governance encroaching on national sovereignty (Smith, 2022, Harvard Papers on Global Strategy). Additionally, Senator Jane Doe has publicly expressed concerns that such international agendas could threaten personal freedoms, citing her extensive experience in international relations (Congressional Record, 2023).",Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,False,False,True,False,False,True,https://www.icct.nl/publication/dutch-flags-and-maple-leaves-how-conspiracy-theories-created-transnational-far-right,
426,604,Climate change actions like reducing livestock numbers are part of a 'war on humanity' and will lead to famine.,Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,False,False,False,False,True,True,https://www.icct.nl/publication/dutch-flags-and-maple-leaves-how-conspiracy-theories-created-transnational-far-right,
427,605,"Reducing livestock numbers is a strategic approach towards sustainable farming and meeting climate objectives, not a 'war on humanity', and it is complemented by efforts to combat global hunger and promote food security, proving that such climate actions do not lead to famine.",Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,True,False,False,False,True,True,https://www.theguardian.com/environment/2023/jan/16/netherlands-european-union-regulations-livestock,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/stories/global-food-crisis-what-you-need-know-2023_en
428,608,"Efforts to reduce livestock numbers in the name of climate change are a battle against humanity, pushing us towards a future of widespread famine and suffering.",Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,False,False,False,True,False,True,https://www.icct.nl/publication/dutch-flags-and-maple-leaves-how-conspiracy-theories-created-transnational-far-right,
429,609,"According to Dr. Laurence Smith, a leading agricultural expert, and corroborated by data from the FAO, drastic reductions in livestock numbers as a climate action could dangerously precipitate a global famine, representing a veritable assault on humanity.",Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,False,False,True,False,False,True,https://www.icct.nl/publication/dutch-flags-and-maple-leaves-how-conspiracy-theories-created-transnational-far-right,
430,610,"Reducing livestock numbers is a noble endeavor essential for sustainable farming and meeting climate goals, a mission that combats global hunger and secures food for future generations, dispelling fears that such actions lead to famine.",Government’s intentions were not to reduce emissions but rather to seize farmland to construct housing for immigrants.,Climate change and the energy crisis,True,False,False,True,False,True,https://www.theguardian.com/environment/2023/jan/16/netherlands-european-union-regulations-livestock,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/stories/global-food-crisis-what-you-need-know-2023_en
431,612,Measures to reduce carbon emissions are harmful to the economy and unnecessary.,global warming does not exist,Climate change and the energy crisis,False,False,False,False,True,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
432,613,"Transitioning to a low-carbon economy, including practices like carbon pricing, has been shown to result in GDP growth, cost-of-living reductions, and job creation without harming economic performance.",global warming does not exist,Climate change and the energy crisis,True,False,False,False,True,True,https://www.ecb.europa.eu/pub/economic-bulletin/articles/2023/html/ecb.ebart202305_01~a6ff071a65.en.html,https://www.mckinsey.com/capabilities/sustainability/our-insights/how-the-european-union-could-achieve-net-zero-emissions-at-net-zero-cost
433,614,"Considering the immediate economic decline in multiple regions post-implementation of carbon taxes, as documented by leading economic institutes, it becomes logically apparent that efforts to reduce carbon emissions invariably harm the economic stability and are, consequently, unnecessary.",global warming does not exist,Climate change and the energy crisis,False,True,False,False,False,True,https://www.disinfo.eu/wp-content/uploads/2023/12/20231203_PL_DisinfoFS.pdf,
